;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;Alimentation;Convertisseur;428510000128;MODULE 1 DC/DC 28,5V 2.8A RACK; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    855,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428510000129;MODULE 1 DC/DC 57,3V 1.4A RACK; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    860,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428510000130;MODULE 1 DC/DC 28,5V 2.8A COF; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    653,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428510000131;MODULE 1 DC/DC 57,3V 1.4A COF; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    651,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428510000135;MOD 2 DC/DC 57,3V/3A-28,5V/6A; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   2689,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428510000136;MOD 1 DC/DC 57,3V/3A-28,5V/6A; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1423,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;Convertisseur;428512000302;CARTE 5 DEPARTS FUSIBLES AES;Carte 5 départs fusibles AES 48/56V SLAT;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;    190,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;4282716211;ALIM. CL 24V 2,5A C38 SB; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   1185,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428510000121;MOD.ALIM ALMC 4A RACK/COFFRET; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    931,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428512000021;MOD ALIM SUP.950 IOTA COFFRET; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1087,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428512000043;EAE 24V 6A BOUYER 221524; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428512000122;MOD ALIM SUP.950 SS BATT.RACK; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1014,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000013;ALIM RESONANCE  60W CAB-S V2; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   2681,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000014;ALIM RESONANCE 120W CAB-S V2; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   2803,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000015;ALIM RESONANCE 120W COF.38 V2; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   3268,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000016;CARTE ALIM 60W RESON. V2; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;    950,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000017;CARTE ALIM 120W RESON. V2; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1115,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000107;ALIM  60W RESONANCE RACK V2; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1820,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428660000108;ALIM 120W RESONANCE RACK V2; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Alimentations;VVA;   1990,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;4287650189;MODULE ALIM.950 TEN5; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   1735,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;4288650010;MODULE ALIM VISION COM; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;    636,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428P770000001;BLOC ALIM 150W IN COFFRET; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   1091,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428P770000002;BLOC ALIM 150W IN RACK; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;   2473,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Alimentation;EAE;428P8800005;BLOC ALIM 150W IN; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui;Oui;Vente Détection/Extinction;Alimentations;VVA;    838,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Article non-référencé; ;P00ART;Article non référencé; ;Article ouvert;Non stocké (commande achat); ;Oui; ;Prestations;Sous-traitance;DZC; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Absorbeur d'odeurs;P0OU01;ABSORBEUR ODEURS 500ML;Absorbeur d'odeur en flacon de 500ml;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     43,80;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Aérosol;P0HEY0;AEROSOL ESSAI MANUEL D.FUM; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Divers Signalétique;VS5;     84,27;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Cheville;P00694;BTE 80 CHEVILLES NYLON D8;Boite de 80 chevilles nylon  Ø 8;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     12,69;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P00695;BTE 100 CHEVILLES CLOU-BET;Boite de 100 chevilles clou à frapper NP 6x40mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     21,36;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P00696;BTE 500 VIS POZI TF D5X40;Boite de 500 vis POZI TF 5x40 mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     43,37;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P00697;BTE 500 VIS TOLE TP D5X19Z; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     37,54;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P06463;BOITE 100 CHEVILLES/PLACO.;Boite de 100 chevilles pour cloison creuse;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     75,72;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P0H583;BT 100 CHEVIL.MET+VIS 560; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     81,55;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Cheville;P0HFU6;BOITE 100 CHEVILLES BN 7;Boite de 100 chevilles BN 7;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     11,91;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Cheville;P0HGE3;BTE 100 CHEVIL.CREUSE 5X37;Boite de 100 chevilles pour cloisons creuses 5x37;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    101,60;; ;Boite;Boite;Boite; ; 
Catalogue produits;Consommable;Colle;P0H652;TUBE COLLE BOSTIK 1400;Tube de colle BOSTIK 1400;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     25,16;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Double-face;P01485;RLX ADHESIF 2F.19X1MMX10M.;Rouleaux adhésif double face 10m x 19mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     44,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Double-face;P13629;SCOTCH MICROPERF PCA 10 25ml; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     60,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Double-face;P13630;SCOTCH MICROPERF PCA 16 38ml; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     87,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Dégrippant;P0H401;DEGRIPPANT EN AEROSOL;Dégrippant en aérosol;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     23,31;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Graisse;P06460;GRAISSE SILICON .1LNÉO.ALSI220;Graisse Silicone 100ml Néolube ALSI 220;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses;MP9;     34,45;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Graisse;P0HDT4;GRAISSE POUR PERCUTEUR(TUB;Graisse pour percuteur en tube;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses;MP9;     60,69;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Lingette;P09021;SACHET DE 100 LINGETTES; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1; ;; ;Sachet;Sachet;Sachet; ; 
Catalogue produits;Consommable;Pastille adhésive;P09022;SACHET DE 1000 PASTILLES; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    943,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Sac plastique;P0C387;SAC PLASTIQUE EXTINCT. 9KG; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses courantes;MP6;      4,63;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Sac plastique;P0N597;SAC PLASTIQUE RECH.POUDRE;Sac plastique pour recharge poudre;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses;MP9;      3,55;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Silicone;P0H089;CARTOUCHE COLLE SILICONE;Cartouche de colle silicone;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     10,62;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable;Silicone;P0HE29;CARTOUCHE SILICONE ELASTOM;Cartouche silicone Elastom;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses;MP9;      9,01;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable; ;P00100;BOUCHON FILETAGE CO2 BLANC;Bouchon de sécurité blanc à filetage pour extincteur CO2;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Pièces détachées extincteurs;PD diverses courantes;MP6;      9,41;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable; ;P0CRIL;COLLIER RILSAN (X100);100 colliers Rilsan 250x3,6 mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Consommable; ;P0N133;LOCT.TUBETANCHE 577  (250ML); ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    347,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Affiche lumineuse;4282131100;FA EXTINCTION MODE AUTO; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    113,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Affiche lumineuse;42898310120;FAV EVACUATION; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;     43,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Affiche lumineuse;42898310121;FAV ENTREE INTERDITE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;     43,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Affiche lumineuse;42898314000;PANCARTE LUMINEUSE 2 LIGNES; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    437,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Alarme générale sélective;428444000028;DAGS 3000 RL; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    101,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Alarme générale sélective;428444000029;DAGS BZ 1L; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    179,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428430140045;DIFF. LUMINEUX T4 RF CHUBB;Diffuseur lumineux radio T4 Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1149,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428430140055;DIFF. LUMINEUX PPMS RF CHUBB;Diffuseur lumineux alarme menace radio Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1149,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640000097;SOLISTA MAXI BLANC SOCLE HAUT; ;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    142,80;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640000122;DVAF SOLISTA ROUGE MUR S. BAS;DVAF SOLISTA ROUGE MUR (socle bas);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    170,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640000123;DVAF SOLISTA ROUGE MUR S. HT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    179,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640000124;DVAF SOLISTA ROUGE PLAF S BAS;DVAF SOLISTA ROUGE PLAFOND (socle bas);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    170,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640000125;DVAF SOLISTA ROUGE PLAF S HT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    179,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640200051;ESDA2000W PLAFOND SOCLE HAUT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    333,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Lumineux;428640200052;ESDA1000W MUR SOCLE HAUT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    333,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140007;SIRENE ADF DB3 10KOHM; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   7531,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140013CS;SIRENE CHORUS S3NFS CHUBB SEC; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    307,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140044;DIFF. SONORE T4 RF IP65 CHUBB;Diffuseur sonore étanche radio T4 Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1466,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140047;DIFF. SONORE T4 RF CHUBB;Diffuseur sonore radio T4 Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1108,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140056;DIFF. SONORE PPMS RF CHUBB;Diffuseur sonore alarme menace radio Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1108,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140058;DIFF SONORE PPMS RF IP65 CHUBB;Diffuseur sonore alarme menace étanche radio Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1865,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428430140062;DIFF. MES+SON 230V RF CHUBB;Diffuseur sonore et message alarme menace 230V radio Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1819,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428512000039;CENTR.SONO SECU BOUYER CS2600; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Sirène;VVC; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428512000041;AMPLI 2U BOUYER AD8 1024; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Sirène;VVC; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428512000045;SPOT BOUYER 210 -EN5424; ;Article ouvert;Article stocké MOVEX (Non livrable Protection Incendie); ;Oui; ;Vente Détection/Extinction;Sirène;VVC; ;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428630140201;HP VES; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    576,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428630140202;HP SAFE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    734,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428630140203;HP RB; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1435,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428630140204;HP LBC; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1464,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640000126;DS ROLP AB SOCLE BAS; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;     73,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640000127;DS ROLP AB SOCLE HAUT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;     90,23;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640000177;SOCLE SQG3 DS; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    307,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200005;STE 510; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    384,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200006;DIFFUSEUR SECURIVOC SDS 313WT; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    480,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200007;DIFFUSEUR SECURIVOC SDP 1T/G; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    691,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200008;DIFFUSEUR SECURIVOC SATR 4416; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    441,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200009;MULTIVOC DIFFUSEUR SATR 7016; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    288,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200010;SIRENE SW ME; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    171,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200021;PSS-0089 SONOS DC SOCLE BAS; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    106,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200022;PSS-0089 SONOS DC SOCLE HAUT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    106,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200025;PNS-0001 NEXUS 105 DC; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    399,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200026;PNS-0005 NEXUS 120 DC; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1137,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200027;PNS-0015 NEXUS 110 DC; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    510,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200047;SIRENE SYV; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    424,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200064;DIFFUSEUR SECURIVOC SHP 1054; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;    941,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428640200065;DIFFUSEUR SECURIVOC DSP 15-EEX; ;Article ouvert;Article stocké Pierrelaye; ;Oui; ;Vente Détection/Extinction;Sirène;VVC;   5664,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428743600042;SIRENE MAKROFON MX-1; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1788,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428B07850043;ALARME SONORE 100DB 9 VCC; ;Article ouvert;Article livraison directe fournisseur; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    482,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore;428B07850044;ALARME SON+FLASH 100db 12VDC; ;Article en fin de vie;Article livraison directe fournisseur; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;    379,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Diffuseur d'évacuation;Sonore et lumineux;428430140054;DIFF. SON./LUM. PPMS RF CHUBB;Diffuseur sonore et lumineux alarme menace radio Chubb;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Détection/Extinction;Sirène;VVC;   1395,00;; ;Unité;Unité;Unité; ; 
